experiment,sequence,family,raw_fill_pct,placed_boxes,terminated,terminated_step,finished_by_user
union_adaptive_first_1400,continuous_iid_018,continuous_iid,71.32652613333333,92,True,92,False
union_adaptive_first_1400,continuous_iid_019,continuous_iid,68.80504426666666,85,True,85,False
union_adaptive_first_1400,continuous_iid_020,continuous_iid,74.01101033333333,92,True,92,False
union_adaptive_first_1400,continuous_iid_021,continuous_iid,65.1911522,86,True,86,False
union_adaptive_first_1400,continuous_iid_022,continuous_iid,66.74459813333333,87,True,87,False
union_adaptive_first_1400,continuous_iid_023,continuous_iid,64.34876653333333,83,True,83,False
union_adaptive_first_1400,continuous_iid_024,continuous_iid,70.84413653333333,94,True,94,False
union_adaptive_first_1400,continuous_iid_025,continuous_iid,55.75665066666667,72,True,72,False
union_adaptive_first_1400,continuous_iid_026,continuous_iid,69.66561506666666,93,True,93,False
union_adaptive_first_1400,continuous_iid_027,continuous_iid,70.7238454,92,True,92,False
union_adaptive_first_1400,continuous_iid_028,continuous_iid,69.72673446666667,86,True,86,False
union_adaptive_first_1400,continuous_iid_029,continuous_iid,71.59256373333334,94,True,94,False
union_adaptive_first_1400,continuous_iid_030,continuous_iid,65.83007886666667,83,True,83,False
union_adaptive_first_1400,continuous_iid_031,continuous_iid,66.00492686666666,80,True,80,False
union_adaptive_first_1400,continuous_iid_032,continuous_iid,69.25670726666667,91,True,91,False
union_adaptive_first_1400,continuous_iid_033,continuous_iid,67.13843306666668,90,True,90,False
union_adaptive_first_1400,continuous_iid_034,continuous_iid,60.13611173333333,76,True,76,False
union_adaptive_first_1400,continuous_iid_035,continuous_iid,68.44741933333333,83,True,83,False
union_adaptive_first_1400,continuous_iid_036,continuous_iid,61.446487999999995,77,True,77,False
union_adaptive_first_1400,continuous_iid_037,continuous_iid,71.37329100000001,91,True,91,False
union_adaptive_first_1400,continuous_iid_038,continuous_iid,73.48138513333335,95,True,95,False
union_adaptive_first_1400,continuous_iid_039,continuous_iid,74.55502299999999,89,True,89,False
union_adaptive_first_1400,continuous_iid_040,continuous_iid,65.48969720000001,86,True,86,False
union_adaptive_first_1400,continuous_iid_041,continuous_iid,65.85780106666667,82,True,82,False
union_adaptive_first_1400,continuous_iid_042,continuous_iid,72.076415,92,True,92,False
union_adaptive_first_1400,continuous_iid_043,continuous_iid,60.9666942,82,True,82,False
union_adaptive_first_1400,continuous_iid_044,continuous_iid,67.59167000000001,91,True,91,False
union_adaptive_first_1400,continuous_iid_045,continuous_iid,64.03788393333333,74,True,74,False
union_adaptive_first_1400,continuous_iid_046,continuous_iid,69.052062,87,True,87,False
union_adaptive_first_1400,continuous_iid_047,continuous_iid,63.86930173333334,83,True,83,False
union_adaptive_first_1400,continuous_iid_048,continuous_iid,39.32350026666666,49,True,49,False
union_adaptive_first_1400,continuous_iid_049,continuous_iid,68.40834013333334,89,True,89,False
union_adaptive_first_1400,edge_geometry_000,edge_geometry,69.760556,94,True,94,False
union_adaptive_first_1400,edge_geometry_001,edge_geometry,62.893579933333335,81,True,81,False
union_adaptive_first_1400,edge_geometry_002,edge_geometry,58.18078606666666,75,True,75,False
union_adaptive_first_1400,edge_geometry_003,edge_geometry,50.233691066666665,62,True,62,False
union_adaptive_first_1400,edge_geometry_004,edge_geometry,60.95917166666666,71,True,71,False
union_adaptive_first_1400,edge_geometry_005,edge_geometry,65.9858794,91,True,91,False
union_adaptive_first_1400,edge_geometry_006,edge_geometry,68.67185099999999,91,True,91,False
union_adaptive_first_1400,edge_geometry_007,edge_geometry,72.4096098,90,True,90,False
union_adaptive_first_1400,edge_geometry_008,edge_geometry,64.161203,80,True,80,False
union_adaptive_first_1400,edge_geometry_009,edge_geometry,67.39105973333332,84,True,84,False
union_adaptive_first_1400,large_heavy_000,large_heavy,65.33203186666667,50,True,50,False
union_adaptive_first_1400,large_heavy_001,large_heavy,77.17318639999999,59,True,59,False
union_adaptive_first_1400,large_heavy_002,large_heavy,53.37359546666667,41,True,41,False
union_adaptive_first_1400,large_heavy_003,large_heavy,68.31373486666666,53,True,53,False
union_adaptive_first_1400,large_heavy_004,large_heavy,71.30757073333332,54,True,54,False
union_adaptive_first_1400,large_heavy_005,large_heavy,73.1219914,57,True,57,False
union_adaptive_first_1400,small_dense_000,small_dense,56.411636533333336,130,False,,True
union_adaptive_first_1400,small_dense_001,small_dense,54.85638686666667,130,False,,True
union_adaptive_first_1400,small_dense_002,small_dense,54.14214953333333,130,False,,True
union_adaptive_first_1400,small_dense_003,small_dense,56.07141013333334,130,False,,True
union_adaptive_first_1400,small_dense_004,small_dense,56.49919193333333,130,False,,True
union_adaptive_first_1400,small_dense_005,small_dense,54.062375333333335,130,False,,True
union_adaptive_first_1400,switch_5sku_000,switch_5sku,68.54314866666668,79,True,79,False
union_adaptive_first_1400,switch_5sku_001,switch_5sku,43.71448306666667,54,True,54,False
union_adaptive_first_1400,switch_5sku_002,switch_5sku,70.5258252,80,True,80,False
union_adaptive_first_1400,switch_5sku_003,switch_5sku,60.199098400000004,72,True,72,False
union_adaptive_first_1400,switch_5sku_004,switch_5sku,61.01115546666667,73,True,73,False
union_adaptive_first_1400,switch_5sku_005,switch_5sku,69.63549613333333,81,True,81,False
union_adaptive_first_1450,continuous_iid_000,continuous_iid,59.4290504,75,True,75,False
union_adaptive_first_1450,continuous_iid_001,continuous_iid,62.40987033333334,85,True,85,False
union_adaptive_first_1450,continuous_iid_002,continuous_iid,62.1127852,78,True,78,False
union_adaptive_first_1450,continuous_iid_003,continuous_iid,69.14828786666668,85,True,85,False
union_adaptive_first_1450,continuous_iid_004,continuous_iid,60.70156886666666,82,True,82,False
union_adaptive_first_1450,continuous_iid_005,continuous_iid,63.5639322,79,True,79,False
union_adaptive_first_1450,continuous_iid_006,continuous_iid,71.33124613333334,88,True,88,False
union_adaptive_first_1450,continuous_iid_007,continuous_iid,68.77664506666666,86,True,86,False
union_adaptive_first_1450,continuous_iid_008,continuous_iid,67.091495,85,True,85,False
union_adaptive_first_1450,continuous_iid_009,continuous_iid,67.1315576,89,True,89,False
union_adaptive_first_1450,continuous_iid_010,continuous_iid,68.28726993333333,85,True,85,False
union_adaptive_first_1450,continuous_iid_011,continuous_iid,70.66078506666668,89,True,89,False
union_adaptive_first_1450,continuous_iid_012,continuous_iid,61.037937400000004,81,True,81,False
union_adaptive_first_1450,continuous_iid_013,continuous_iid,67.60326666666667,87,True,87,False
union_adaptive_first_1450,continuous_iid_014,continuous_iid,63.423876199999995,80,True,80,False
union_adaptive_first_1450,continuous_iid_015,continuous_iid,60.837865666666666,77,True,77,False
union_adaptive_first_1450,continuous_iid_016,continuous_iid,69.59645386666666,86,True,86,False
union_adaptive_first_1450,continuous_iid_017,continuous_iid,69.13153186666668,90,True,90,False
union_adaptive_first_1450,continuous_iid_018,continuous_iid,62.527105266666666,81,True,81,False
union_adaptive_first_1450,continuous_iid_019,continuous_iid,66.23094859999999,82,True,82,False
union_adaptive_first_1450,continuous_iid_020,continuous_iid,72.24109246666667,89,True,89,False
union_adaptive_first_1450,continuous_iid_021,continuous_iid,65.1911522,86,True,86,False
union_adaptive_first_1450,continuous_iid_022,continuous_iid,66.74459813333333,87,True,87,False
union_adaptive_first_1450,continuous_iid_023,continuous_iid,67.04821986666666,86,True,86,False
union_adaptive_first_1450,continuous_iid_024,continuous_iid,66.98252786666667,88,True,88,False
union_adaptive_first_1450,continuous_iid_025,continuous_iid,69.81281046666668,91,True,91,False
union_adaptive_first_1450,continuous_iid_026,continuous_iid,67.01867513333333,89,True,89,False
union_adaptive_first_1450,continuous_iid_027,continuous_iid,70.0613302,91,True,91,False
union_adaptive_first_1450,continuous_iid_028,continuous_iid,63.915942933333326,79,True,79,False
union_adaptive_first_1450,continuous_iid_029,continuous_iid,71.59256373333334,94,True,94,False
union_adaptive_first_1450,continuous_iid_030,continuous_iid,67.11810606666667,84,True,84,False
union_adaptive_first_1450,continuous_iid_031,continuous_iid,61.4482466,75,True,75,False
union_adaptive_first_1450,continuous_iid_032,continuous_iid,63.96213386666667,84,True,84,False
union_adaptive_first_1450,continuous_iid_033,continuous_iid,67.13843306666668,90,True,90,False
union_adaptive_first_1450,continuous_iid_034,continuous_iid,60.13611173333333,76,True,76,False
union_adaptive_first_1450,continuous_iid_035,continuous_iid,64.7049708,79,True,79,False
union_adaptive_first_1450,continuous_iid_036,continuous_iid,71.0102882,89,True,89,False
union_adaptive_first_1450,continuous_iid_037,continuous_iid,71.37329100000001,91,True,91,False
union_adaptive_first_1450,continuous_iid_038,continuous_iid,69.02662646666666,90,True,90,False
union_adaptive_first_1450,continuous_iid_039,continuous_iid,71.98208613333333,85,True,85,False
union_adaptive_first_1450,continuous_iid_040,continuous_iid,64.329614,85,True,85,False
union_adaptive_first_1450,continuous_iid_041,continuous_iid,72.15323366666667,91,True,91,False
union_adaptive_first_1450,continuous_iid_042,continuous_iid,70.615967,89,True,89,False
union_adaptive_first_1450,continuous_iid_043,continuous_iid,57.6469826,77,True,77,False
union_adaptive_first_1450,continuous_iid_044,continuous_iid,67.59167000000001,91,True,91,False
union_adaptive_first_1450,continuous_iid_045,continuous_iid,65.30260793333333,75,True,75,False
union_adaptive_first_1450,continuous_iid_046,continuous_iid,72.130435,90,True,90,False
union_adaptive_first_1450,continuous_iid_047,continuous_iid,61.81810173333333,80,True,80,False
union_adaptive_first_1450,continuous_iid_048,continuous_iid,56.17146286666667,71,True,71,False
union_adaptive_first_1450,continuous_iid_049,continuous_iid,68.40834013333334,89,True,89,False
union_adaptive_first_1450,edge_geometry_000,edge_geometry,69.760556,94,True,94,False
union_adaptive_first_1450,edge_geometry_001,edge_geometry,50.31298793333334,66,True,66,False
union_adaptive_first_1450,edge_geometry_002,edge_geometry,58.18078606666666,75,True,75,False
union_adaptive_first_1450,edge_geometry_003,edge_geometry,56.777370999999995,69,True,69,False
union_adaptive_first_1450,edge_geometry_004,edge_geometry,57.5560744,67,True,67,False
union_adaptive_first_1450,edge_geometry_005,edge_geometry,60.07083813333333,80,True,80,False
union_adaptive_first_1450,edge_geometry_006,edge_geometry,63.93864233333333,85,True,85,False
union_adaptive_first_1450,edge_geometry_007,edge_geometry,64.52901659999999,81,True,81,False
union_adaptive_first_1450,edge_geometry_008,edge_geometry,69.35546466666666,87,True,87,False
union_adaptive_first_1450,edge_geometry_009,edge_geometry,68.27421773333334,85,True,85,False
union_adaptive_first_1450,large_heavy_000,large_heavy,65.33203186666667,50,True,50,False
union_adaptive_first_1450,large_heavy_001,large_heavy,66.45581733333334,51,True,51,False
union_adaptive_first_1450,large_heavy_002,large_heavy,53.37359546666667,41,True,41,False
union_adaptive_first_1450,large_heavy_003,large_heavy,73.45586226666667,57,True,57,False
union_adaptive_first_1450,large_heavy_004,large_heavy,71.30757073333332,54,True,54,False
union_adaptive_first_1450,large_heavy_005,large_heavy,73.1219914,57,True,57,False
union_adaptive_first_1450,small_dense_000,small_dense,56.411636533333336,130,False,,True
union_adaptive_first_1450,small_dense_001,small_dense,54.85638686666667,130,False,,True
union_adaptive_first_1450,small_dense_002,small_dense,54.14214953333333,130,False,,True
union_adaptive_first_1450,small_dense_003,small_dense,56.07141013333334,130,False,,True
union_adaptive_first_1450,small_dense_004,small_dense,56.49919193333333,130,False,,True
union_adaptive_first_1450,small_dense_005,small_dense,54.062375333333335,130,False,,True
union_adaptive_first_1450,switch_5sku_000,switch_5sku,68.54314866666668,79,True,79,False
union_adaptive_first_1450,switch_5sku_001,switch_5sku,43.71448306666667,54,True,54,False
union_adaptive_first_1450,switch_5sku_002,switch_5sku,63.23051346666667,72,True,72,False
union_adaptive_first_1450,switch_5sku_003,switch_5sku,67.222976,77,True,77,False
union_adaptive_first_1450,switch_5sku_004,switch_5sku,61.01115546666667,73,True,73,False
union_adaptive_first_1450,switch_5sku_005,switch_5sku,69.63549613333333,81,True,81,False
